7,0
17,5
8,4
35,1
37,0
6,5
20,0
10,2
37,0
0,5
5,4
17,5
28,3
13,0
25,1
37,0
20,0
2,0
28,3
36,0
25,1
38,4
2,2
25,5
16,5
28,3
1,0
37,3
8,5
30,0
5,3
3,0
33,0
20,3
25,1
22,1
7,5
25,2
28,3
0,5
0,2
6,0
20,5
16,0
26,0
2,0
13,0
31,0
20,5
28,4
31,5
13,0
16,0
20,2
30,5
20,5
12,4
7,3
0,0
30,5
27,5
0,0
6,0
16,0
6,5
12,3
38,5
35,4
33,0
38,4
28,3
28,3
23,5
27,5
26,2
0,4
25,5
26,0
1,0
28,3
20,5
0,0
1,0
28,3
28,3
22,1
32,0
22,1
21,2
12,3
20,5
0,1
1,0
20,2
32,0
27,5
22,4
36,5
15,4
12,4
7,0
10,2
22,4
22,4
1,0
23,0
16,0
0,2
27,5
38,3
10,2
0,5
3,0
28,4
2,2
10,2
1,0
15,3
38,5
35,4
2,2
33,5
28,4
13,0
13,0
25,3
20,5
6,0
2,2
7,0
13,0
20,2
20,2
2,0
27,5
10,0
1,0
26,0
20,5
2,2
27,5
28,3
38,3
28,1
1,0
31,5
32,0
20,3
3,0
15,4
0,4
28,4
15,4
37,0
8,3
37,0
32,5
18,1
38,3
7,0
28,4
2,2
37,5
15,3
10,2
2,0
28,4
1,0
1,2
10,3
7,3
22,1
27,0
5,3
18,1
7,3
35,4
32,0
1,0
37,5
6,5
28,1
22,1
30,5
20,1
20,2
26,5
36,0
13,0
13,0
13,0
38,1
36,5
5,2
1,0
13,0
30,5
0,2
8,5
0,2
20,4
25,0
21,2
28,3
1,0
21,2
25,4
1,0
36,0
8,4
20,0
6,5
5,3
35,4
1,0
2,2
10,2
10,2
20,3
2,2
8,3
17,5
25,4
31,3
0,2
22,1
31,5
28,4
0,4
31,5
33,5
28,3
5,1
1,2
8,3
38,3
0,2
28,4
17,5
37,0
1,0
27,5
2,2
10,2
27,5
1,0
10,5
8,4
7,0
1,0
26,0
20,2
26,0
10,2
31,5
1,0
1,0
11,2
7,3
25,4
7,0
5,4
18,1
3,0
33,0
37,3
22,4
25,4
35,4
16,0
1,2
25,5
27,5
2,2
28,3
37,0
27,2
2,2
27,0
20,0
32,0
20,5
15,3
20,5
2,0
27,5
20,2
25,3
28,1
25,4
20,0
3,0
15,4
30,5
6,5
10,4
27,5
31,5
5,3
5,1
7,0
5,3
20,0
7,0
6,5
22,4
27,5
32,0
28,4
8,1
38,3
6,0
2,2
8,1
30,0
36,0
30,0
37,0
15,3
20,1
25,3
30,0
2,0
5,3
2,2
31,5
32,5
30,5
8,5
20,4
23,0
30,5
10,2
30,5
33,1
17,0
25,1
1,0
22,4
28,3
36,0
12,4
13,0
27,0
23,0
20,0
30,0
1,0
22,4
35,4
28,4
17,5
7,3
8,4
37,0
28,3
23,5
12,3
37,3
8,4
25,1
25,3
15,3
20,2
7,5
8,3
2,2
8,4
15,3
1,0
2,2
10,4
25,1
28,3
25,4
30,4
31,3
37,3
26,0
28,3
18,4
5,1
17,0
16,0
21,2
28,3
2,2
28,3
15,1
12,4
32,2
10,2
2,0
28,3
5,3
13,0
25,4
36,0
0,5
2,0
10,5
30,0
1,0
32,0
38,4
36,5
27,5
15,2
20,2
20,1
20,1
8,4
0,2
28,3
6,0
26,0
10,1
37,0
16,0
0,2
2,0
2,2
13,0
30,5
30,0
5,3
32,2
13,0
12,3
7,0
20,2
7,0
2,2
37,3
27,2
38,4
33,1
17,5
8,4
22,3
12,4
20,2
13,0
31,3
23,0
37,0
28,3
36,5
1,0
2,0
30,5
28,3
22,4
1,2
28,3
12,4
8,5
15,4
0,5
25,3
22,3
11,2
0,5
5,3
10,2
37,3
11,2
13,5
17,5
36,5
12,3
20,3
6,0
1,0
20,5
7,3
26,0
30,5
12,4
10,3
20,3
1,0
20,0
1,0
31,3
22,1
33,5
37,0
27,5
5,3
1,2
15,3
20,0
30,4
28,3
33,5
17,0
10,2
15,3
2,2
6,0
17,0
27,0
37,0
20,3
10,5
13,0
2,0
30,0
26,2
31,5
2,2
13,0
31,5
13,0
1,0
7,5
21,2
20,2
8,1
5,4
28,3
17,0
22,1
20,2
17,5
25,2
25,1
37,5
27,5
20,0
20,1
17,5
30,5
1,0
2,2
22,4
25,1
32,0
21,2
1,0
20,5
17,5
2,0
7,0
6,0
32,5
11,2
2,0
25,1
15,3
25,5
16,0
38,3
37,0
1,0
20,4
28,1
0,1
27,5
8,4
7,3
8,4
2,2
15,2
8,1
32,0
22,1
26,0
15,4
8,4
30,5
36,5
2,2
30,0
27,5
0,2
36,0
6,0
18,1
12,1
17,5
7,5
8,4
20,3
2,0
36,5
10,2
27,5
1,2
32,2
1,0
22,1
6,5
1,0
7,3
27,5
12,1
1,2
20,2
31,5
12,3
25,5
26,0
5,3
28,4
10,3
6,0
23,5
22,3
25,5
13,0
2,2
32,0
31,0
28,3
30,5
30,5
38,5
20,2
20,2
20,4
17,5
6,0
0,1
8,1
38,5
7,5
28,3
20,1
25,4
5,1
15,4
28,3
37,0
25,4
1,0
25,5
37,0
0,2
21,2
20,0
8,3
32,5
2,0
36,5
22,3
35,4
28,1
10,2
35,4
27,5
37,3
33,5
25,5
0,1
17,5
0,4
1,2
8,5
28,3
22,1
20,2
20,4
37,0
2,2
33,5
12,4
10,2
27,0
2,2
35,1
25,5
20,2
28,3
30,5
10,2
5,1
22,3
10,4
2,0
35,2
38,5
1,0
20,3
8,4
20,2
36,5
7,3
17,0
2,0
2,2
28,3
0,3
12,4
0,2
20,3
25,1
10,3
6,5
20,5
0,1
2,2
11,2
13,0
10,5
22,3
15,4
1,0
13,0
18,1
3,0
17,5
16,0
28,4
31,5
36,0
37,3
26,0
7,3
17,5
20,0
15,3
31,5
10,4
20,5
31,0
13,0
15,3
2,2
20,2
30,5
10,5
1,2
6,0
8,3
28,3
1,0
38,5
35,4
17,5
13,0
6,0
10,5
28,1
32,0
2,2
26,0
37,3
21,2
20,2
20,3
12,3
2,0
20,2
32,0
32,0
25,3
10,4
3,0
13,0
28,3
25,1
22,3
2,0
10,0
37,0
18,4
31,0
27,0
20,2
15,4
23,5
2,2
28,3
2,0
20,5
25,0
2,2
27,5
0,4
17,5
35,3
2,0
1,2
1,0
30,5
2,2
1,0
37,3
20,0
37,0
32,2
28,1
1,0
20,4
13,0
17,5
7,5
18,4
3,0
12,3
7,0
25,1
8,4
30,0
20,2
6,0
27,2
30,4
6,5
20,0
28,3
6,5
2,2
22,1
20,2
20,1
31,5
8,5
35,2
0,2
2,0
20,2
10,2
7,3
36,0
31,5
38,3
7,3
10,2
33,5
20,1
26,0
5,2
